Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income
57,Bachelor's,Healthcare,4,Urban,34,Married,Full-time,6,Rent,Apartment,Female,Walking,122665
57,Bachelor's,Education,4,Urban,37,Married,Full-time,3,Rent,Apartment,Male,Walking,74030
33,Master's,Healthcare,2,Urban,14,Married,Full-time,6,Own,Apartment,Male,Public transit,70058
21,High School,Finance,1,Suburban,27,Single,Full-time,7,Own,Townhouse,Male,Walking,74728
24,High School,Healthcare,5,Urban,40,Married,Full-time,5,Own,Townhouse,Male,Public transit,67826
43,Master's,Healthcare,2,Urban,8,Single,Part-time,2,Own,Single-family home,Male,Public transit,65032
69,Master's,Healthcare,1,Urban,12,Single,Self-employed,2,Rent,Single-family home,Female,Public transit,68926
40,High School,Healthcare,4,Suburban,38,Single,Self-employed,7,Rent,Townhouse,Male,Walking,73390
38,Bachelor's,Technology,1,Urban,16,Married,Full-time,7,Own,Single-family home,Female,Car,73802
37,High School,Healthcare,5,Urban,2,Married,Self-employed,6,Own,Townhouse,Male,Walking,2089501
68,Master's,Technology,4,Urban,10,Single,Full-time,2,Own,Single-family home,Female,Public transit,66866
67,Master's,Finance,1,Urban,37,Single,Full-time,7,Own,Apartment,Male,Car,121596
33,High School,Healthcare,2,Urban,36,Single,Full-time,1,Own,Single-family home,Female,Car,74966
18,Bachelor's,Finance,2,Suburban,2,Single,Part-time,7,Rent,Townhouse,Male,Biking,67215
24,Bachelor's,Technology,1,Urban,1,Married,Part-time,7,Own,Single-family home,Male,Public transit,1270467
43,Doctorate,Finance,5,Urban,36,Single,Part-time,2,Rent,Single-family home,Female,Public transit,68874
70,Bachelor's,Finance,1,Rural,19,Single,Self-employed,6,Rent,Townhouse,Male,Public transit,68590
46,High School,Healthcare,2,Urban,50,Married,Full-time,6,Rent,Apartment,Male,Car,317181
53,High School,Others,3,Urban,38,Married,Part-time,3,Rent,Apartment,Female,Biking,68698
33,Bachelor's,Technology,3,Urban,28,Married,Part-time,3,Own,Single-family home,Male,Walking,67256
53,High School,Education,2,Urban,36,Married,Full-time,2,Own,Single-family home,Male,Biking,72918
42,Master's,Healthcare,0,Suburban,17,Married,Self-employed,6,Rent,Single-family home,Male,Public transit,73218
19,Bachelor's,Technology,5,Urban,20,Married,Part-time,3,Own,Apartment,Female,Biking,9800208
68,Master's,Finance,0,Rural,27,Single,Full-time,7,Own,Townhouse,Female,Car,69180
40,High School,Technology,1,Urban,7,Married,Full-time,7,Rent,Single-family home,Male,Biking,122036
54,Bachelor's,Others,0,Urban,16,Single,Part-time,2,Own,Single-family home,Male,Car,73858
36,High School,Others,0,Urban,6,Single,Part-time,5,Own,Apartment,Male,Car,51520
68,Master's,Finance,0,Urban,48,Married,Full-time,7,Own,Apartment,Male,Car,427456
67,Bachelor's,Healthcare,0,Urban,6,Married,Self-employed,5,Own,Apartment,Female,Biking,67206
31,Master's,Others,4,Urban,21,Married,Part-time,3,Rent,Apartment,Male,Public transit,66478
25,Bachelor's,Education,3,Suburban,31,Married,Part-time,3,Own,Single-family home,Female,Public transit,3695525
66,High School,Education,4,Urban,47,Married,Self-employed,3,Own,Single-family home,Female,Car,72810
67,Master's,Technology,0,Suburban,14,Married,Part-time,6,Own,Apartment,Female,Public transit,71096
46,High School,Healthcare,4,Urban,20,Married,Full-time,1,Rent,Townhouse,Male,Car,524432
67,Bachelor's,Healthcare,5,Suburban,24,Married,Full-time,1,Own,Apartment,Male,Public transit,4649856
33,Bachelor's,Education,5,Urban,42,Divorced,Full-time,2,Own,Apartment,Female,Biking,68978
43,Master's,Technology,0,Urban,44,Married,Part-time,7,Rent,Apartment,Male,Car,3283237
56,Master's,Education,5,Urban,32,Divorced,Self-employed,3,Rent,Apartment,Male,Walking,234442
67,Bachelor's,Others,5,Urban,25,Divorced,Self-employed,3,Rent,Townhouse,Female,Public transit,2708993
37,Bachelor's,Healthcare,1,Urban,24,Single,Part-time,7,Rent,Townhouse,Male,Walking,2568510
43,High School,Education,3,Urban,13,Single,Self-employed,2,Rent,Townhouse,Female,Car,217625
65,Bachelor's,Finance,3,Urban,31,Divorced,Part-time,7,Own,Single-family home,Male,Car,75432
45,Bachelor's,Healthcare,2,Suburban,38,Married,Full-time,5,Rent,Single-family home,Male,Walking,5296164
38,Bachelor's,Healthcare,2,Rural,44,Single,Full-time,6,Own,Apartment,Male,Public transit,5738250
31,Bachelor's,Education,5,Urban,0,Single,Full-time,1,Own,Single-family home,Female,Public transit,71308
28,High School,Others,5,Suburban,31,Divorced,Full-time,1,Rent,Single-family home,Female,Biking,66720
21,Bachelor's,Healthcare,1,Urban,18,Divorced,Full-time,5,Own,Single-family home,Male,Public transit,69528
37,High School,Technology,4,Urban,29,Married,Full-time,2,Own,Townhouse,Male,Biking,71836
44,High School,Technology,4,Urban,47,Married,Self-employed,1,Own,Apartment,Female,Public transit,71180
37,Master's,Finance,1,Urban,15,Divorced,Full-time,4,Own,Apartment,Female,Biking,65526
55,Master's,Others,0,Urban,28,Single,Full-time,6,Own,Apartment,Female,Biking,70804
64,High School,Technology,3,Urban,39,Married,Full-time,1,Own,Townhouse,Male,Public transit,70564
49,Master's,Finance,2,Urban,10,Married,Full-time,4,Own,Single-family home,Female,Walking,68874
62,High School,Finance,0,Urban,29,Divorced,Full-time,7,Rent,Single-family home,Female,Car,67612
64,Doctorate,Technology,1,Urban,50,Married,Self-employed,3,Rent,Single-family home,Male,Public transit,2750008
46,Bachelor's,Technology,2,Urban,40,Single,Part-time,1,Own,Apartment,Female,Car,71462
51,Bachelor's,Finance,1,Urban,43,Married,Part-time,1,Own,Apartment,Male,Biking,65384
65,Bachelor's,Healthcare,3,Suburban,21,Single,Full-time,1,Own,Apartment,Female,Walking,7443460
46,Bachelor's,Healthcare,1,Suburban,34,Divorced,Self-employed,5,Rent,Townhouse,Male,Public transit,70608
66,Master's,Others,3,Urban,16,Married,Self-employed,5,Own,Apartment,Male,Public transit,66986
54,High School,Technology,1,Urban,16,Married,Full-time,2,Own,Townhouse,Male,Car,69492
64,Bachelor's,Others,0,Rural,30,Single,Part-time,2,Rent,Single-family home,Female,Public transit,83029
41,Master's,Healthcare,4,Urban,2,Single,Self-employed,4,Own,Apartment,Female,Biking,1587335
65,Bachelor's,Healthcare,0,Rural,13,Divorced,Full-time,4,Own,Townhouse,Female,Car,74650
26,Bachelor's,Healthcare,5,Urban,43,Single,Full-time,7,Rent,Apartment,Female,Public transit,155601
49,High School,Technology,0,Urban,25,Married,Self-employed,4,Rent,Townhouse,Male,Walking,66510
52,High School,Finance,4,Suburban,18,Married,Full-time,3,Rent,Townhouse,Male,Biking,74294
67,High School,Technology,2,Urban,4,Single,Full-time,1,Rent,Apartment,Female,Car,7060935
64,Master's,Others,5,Urban,33,Divorced,Part-time,3,Own,Apartment,Female,Public transit,3868740
41,Master's,Healthcare,0,Urban,32,Single,Full-time,5,Own,Single-family home,Male,Biking,68902
36,Bachelor's,Technology,1,Urban,26,Single,Full-time,6,Own,Single-family home,Female,Public transit,67588
34,Bachelor's,Healthcare,0,Suburban,18,Married,Full-time,4,Own,Apartment,Male,Public transit,66708
36,Bachelor's,Education,0,Suburban,25,Single,Self-employed,2,Own,Single-family home,Male,Public transit,73018
70,High School,Healthcare,1,Urban,0,Married,Full-time,6,Own,Single-family home,Male,Biking,71208
64,High School,Healthcare,0,Urban,49,Married,Full-time,1,Own,Apartment,Male,Car,67184
46,Bachelor's,Healthcare,0,Urban,21,Single,Full-time,6,Own,Single-family home,Female,Public transit,74306
69,High School,Finance,1,Urban,26,Single,Part-time,4,Own,Apartment,Male,Walking,72872
23,Master's,Education,0,Rural,40,Married,Full-time,3,Own,Single-family home,Male,Biking,72232
24,Bachelor's,Finance,2,Suburban,9,Married,Part-time,2,Rent,Apartment,Male,Car,39605
42,Master's,Others,0,Urban,12,Married,Full-time,4,Rent,Townhouse,Female,Car,3352411
45,Bachelor's,Others,3,Urban,39,Married,Part-time,7,Rent,Single-family home,Male,Car,53084
33,Bachelor's,Healthcare,2,Urban,25,Single,Full-time,5,Own,Single-family home,Female,Car,66600
18,Bachelor's,Healthcare,3,Urban,38,Divorced,Self-employed,7,Rent,Single-family home,Female,Car,66428
61,High School,Technology,5,Suburban,16,Single,Self-employed,4,Own,Single-family home,Female,Car,73624
21,Bachelor's,Finance,0,Urban,9,Married,Full-time,3,Own,Apartment,Male,Car,73938
52,Master's,Finance,5,Suburban,18,Divorced,Self-employed,6,Own,Single-family home,Female,Car,72372
47,High School,Technology,3,Urban,1,Married,Full-time,6,Rent,Apartment,Male,Walking,65162
56,Bachelor's,Finance,0,Urban,15,Married,Self-employed,7,Rent,Single-family home,Male,Public transit,67626
22,Bachelor's,Healthcare,0,Urban,10,Married,Self-employed,2,Own,Single-family home,Female,Car,65970
30,High School,Education,0,Suburban,38,Married,Full-time,6,Own,Single-family home,Male,Public transit,69308
63,High School,Technology,4,Urban,37,Married,Part-time,7,Own,Apartment,Female,Walking,72366
32,High School,Technology,3,Urban,46,Single,Full-time,4,Rent,Single-family home,Female,Car,6626930
24,Doctorate,Technology,0,Suburban,16,Married,Full-time,2,Rent,Single-family home,Female,Public transit,68558
56,Bachelor's,Others,1,Rural,40,Divorced,Part-time,6,Rent,Single-family home,Female,Public transit,138520
55,High School,Education,3,Urban,1,Married,Self-employed,2,Rent,Apartment,Male,Car,66846
65,Bachelor's,Healthcare,5,Urban,12,Married,Full-time,4,Rent,Townhouse,Male,Car,287911
50,Bachelor's,Healthcare,1,Urban,20,Single,Full-time,2,Own,Townhouse,Female,Biking,75064
70,High School,Technology,0,Rural,8,Single,Full-time,1,Own,Apartment,Female,Walking,205412
70,Bachelor's,Technology,3,Urban,42,Married,Full-time,4,Rent,Apartment,Male,Public transit,1800034
52,High School,Technology,3,Rural,12,Married,Part-time,2,Rent,Single-family home,Female,Public transit,69064
51,Doctorate,Education,2,Urban,22,Married,Part-time,7,Rent,Single-family home,Male,Public transit,65444
67,Master's,Education,2,Urban,11,Married,Self-employed,4,Own,Single-family home,Male,Public transit,68752
63,Bachelor's,Healthcare,5,Urban,5,Married,Part-time,7,Own,Apartment,Female,Car,59521
69,Bachelor's,Education,1,Urban,5,Married,Full-time,5,Own,Apartment,Male,Walking,1190119
38,High School,Technology,5,Urban,28,Divorced,Full-time,7,Own,Townhouse,Female,Car,75414
39,Bachelor's,Education,5,Urban,22,Single,Self-employed,4,Own,Apartment,Female,Car,70020
50,High School,Healthcare,5,Rural,48,Married,Part-time,2,Own,Single-family home,Male,Public transit,501522
62,Bachelor's,Technology,1,Suburban,49,Single,Full-time,6,Own,Single-family home,Female,Car,66054
54,Bachelor's,Technology,0,Urban,26,Single,Full-time,6,Own,Single-family home,Male,Car,69912
51,Bachelor's,Technology,4,Urban,4,Divorced,Part-time,5,Own,Single-family home,Female,Public transit,1458701
51,Bachelor's,Education,3,Urban,11,Married,Part-time,1,Own,Single-family home,Male,Public transit,1091471
68,High School,Technology,2,Urban,49,Single,Part-time,3,Own,Apartment,Male,Biking,71952
20,Bachelor's,Others,3,Urban,33,Single,Self-employed,1,Rent,Single-family home,Male,Biking,1832762
34,Bachelor's,Education,5,Urban,47,Single,Part-time,5,Rent,Apartment,Male,Public transit,71908
54,Master's,Finance,2,Urban,11,Divorced,Self-employed,3,Rent,Apartment,Female,Car,70006
67,Master's,Technology,4,Urban,15,Divorced,Part-time,1,Rent,Townhouse,Male,Car,1201436
48,Bachelor's,Finance,3,Urban,30,Married,Self-employed,5,Rent,Townhouse,Male,Walking,74612
23,High School,Others,5,Urban,35,Single,Full-time,1,Own,Townhouse,Female,Car,74604
28,High School,Others,4,Urban,16,Married,Full-time,2,Own,Apartment,Male,Public transit,307990
68,Bachelor's,Others,4,Urban,17,Married,Self-employed,7,Rent,Apartment,Female,Public transit,66342
18,Doctorate,Healthcare,2,Urban,23,Single,Full-time,7,Rent,Townhouse,Female,Car,72410
28,High School,Education,0,Suburban,4,Married,Full-time,5,Own,Apartment,Female,Biking,39006
35,Bachelor's,Education,5,Urban,50,Married,Self-employed,3,Rent,Apartment,Female,Car,359630
35,Master's,Education,1,Urban,26,Married,Part-time,4,Rent,Single-family home,Female,Car,252598
25,Bachelor's,Finance,4,Urban,15,Single,Full-time,6,Own,Townhouse,Male,Car,69116
20,Bachelor's,Healthcare,0,Suburban,14,Single,Part-time,7,Own,Single-family home,Male,Public transit,73820
36,High School,Healthcare,1,Suburban,22,Married,Full-time,1,Own,Single-family home,Female,Public transit,66790
29,Master's,Finance,0,Urban,10,Divorced,Self-employed,7,Rent,Apartment,Male,Walking,65916
22,High School,Education,1,Urban,29,Married,Self-employed,6,Own,Apartment,Male,Public transit,70478
62,Bachelor's,Healthcare,1,Urban,26,Married,Full-time,4,Own,Single-family home,Male,Public transit,75238
27,Master's,Healthcare,0,Urban,35,Divorced,Part-time,1,Rent,Single-family home,Female,Car,3145523
68,High School,Technology,2,Urban,6,Single,Full-time,3,Own,Single-family home,Male,Biking,70764
43,High School,Healthcare,3,Urban,29,Divorced,Part-time,6,Rent,Townhouse,Female,Public transit,237129
49,Doctorate,Others,3,Suburban,35,Single,Full-time,3,Own,Single-family home,Male,Public transit,33528
40,High School,Healthcare,1,Urban,39,Married,Full-time,7,Own,Apartment,Female,Walking,69482
42,High School,Others,1,Suburban,7,Divorced,Self-employed,6,Rent,Single-family home,Female,Car,44707
57,Bachelor's,Healthcare,0,Urban,18,Single,Full-time,4,Own,Apartment,Male,Biking,67784
27,Bachelor's,Finance,1,Rural,34,Married,Full-time,7,Own,Single-family home,Female,Biking,65436
21,High School,Healthcare,5,Suburban,18,Divorced,Part-time,4,Rent,Single-family home,Male,Car,66736
29,High School,Others,0,Urban,49,Married,Part-time,6,Own,Single-family home,Male,Public transit,71116
42,Bachelor's,Education,1,Rural,3,Married,Full-time,1,Own,Single-family home,Female,Car,67538
43,Bachelor's,Others,0,Urban,1,Single,Full-time,5,Rent,Townhouse,Female,Public transit,70536
43,Bachelor's,Healthcare,5,Suburban,29,Single,Part-time,2,Rent,Single-family home,Female,Car,62827
35,High School,Healthcare,3,Urban,22,Married,Self-employed,2,Own,Single-family home,Female,Walking,71624
25,Bachelor's,Others,5,Urban,24,Single,Full-time,4,Own,Single-family home,Female,Car,65146
57,Bachelor's,Education,5,Urban,36,Married,Self-employed,2,Own,Single-family home,Female,Car,66102
54,Bachelor's,Technology,4,Urban,41,Single,Self-employed,4,Own,Townhouse,Female,Car,3330183
37,Bachelor's,Others,1,Suburban,27,Single,Full-time,4,Own,Apartment,Male,Walking,71138
33,High School,Technology,4,Urban,30,Single,Part-time,3,Own,Townhouse,Female,Walking,65044
19,High School,Others,5,Urban,47,Divorced,Self-employed,2,Own,Single-family home,Male,Car,68782
45,High School,Healthcare,3,Suburban,18,Married,Full-time,1,Rent,Single-family home,Male,Car,73301
41,High School,Others,1,Urban,44,Married,Self-employed,7,Own,Apartment,Male,Public transit,71380
46,High School,Technology,4,Urban,2,Married,Self-employed,5,Rent,Apartment,Female,Public transit,1357012
57,High School,Education,3,Urban,4,Married,Full-time,5,Rent,Single-family home,Male,Car,627278
26,Master's,Technology,0,Urban,24,Single,Part-time,5,Own,Single-family home,Female,Public transit,71466
37,Bachelor's,Healthcare,0,Urban,26,Single,Part-time,2,Rent,Apartment,Female,Biking,53229
23,Master's,Healthcare,3,Urban,5,Single,Full-time,4,Own,Apartment,Male,Public transit,4644141
66,Bachelor's,Healthcare,0,Suburban,43,Divorced,Part-time,2,Rent,Apartment,Male,Car,244072
36,High School,Education,4,Suburban,10,Married,Full-time,7,Rent,Apartment,Male,Car,484991
33,Master's,Technology,4,Urban,14,Married,Full-time,1,Own,Townhouse,Female,Car,68168
47,Master's,Finance,5,Urban,44,Married,Full-time,4,Rent,Single-family home,Female,Car,72056
64,Bachelor's,Technology,3,Urban,18,Married,Full-time,3,Own,Apartment,Male,Public transit,67048
28,Bachelor's,Finance,0,Urban,30,Single,Part-time,7,Rent,Townhouse,Male,Public transit,68124
37,Doctorate,Others,1,Urban,29,Married,Self-employed,7,Own,Apartment,Female,Public transit,2651459
31,Bachelor's,Education,3,Rural,26,Married,Self-employed,2,Own,Single-family home,Male,Public transit,6911718
65,Doctorate,Finance,4,Suburban,9,Married,Full-time,3,Own,Apartment,Female,Car,71828
57,High School,Technology,4,Urban,25,Married,Part-time,4,Own,Apartment,Male,Walking,9179314
29,High School,Healthcare,1,Urban,32,Single,Full-time,2,Rent,Single-family home,Female,Public transit,2351927
58,Master's,Others,2,Suburban,49,Single,Part-time,4,Own,Single-family home,Female,Public transit,75388
52,Master's,Technology,0,Urban,32,Married,Full-time,7,Own,Apartment,Male,Car,68844
54,Bachelor's,Healthcare,2,Urban,35,Single,Self-employed,1,Own,Apartment,Male,Car,65850
18,Bachelor's,Healthcare,1,Urban,9,Married,Full-time,3,Own,Single-family home,Female,Public transit,67574
38,Bachelor's,Technology,4,Urban,8,Divorced,Full-time,4,Rent,Townhouse,Male,Car,617758
54,Bachelor's,Finance,5,Rural,41,Single,Full-time,5,Rent,Townhouse,Female,Public transit,73528
19,Bachelor's,Finance,3,Suburban,24,Single,Self-employed,2,Own,Single-family home,Male,Car,72016
46,High School,Healthcare,3,Urban,16,Single,Full-time,6,Rent,Apartment,Male,Biking,73892
62,Master's,Others,1,Urban,10,Single,Part-time,1,Rent,Single-family home,Male,Car,68036
62,Master's,Healthcare,0,Urban,49,Divorced,Part-time,4,Own,Single-family home,Male,Biking,65418
54,Master's,Healthcare,2,Urban,21,Single,Part-time,1,Own,Single-family home,Male,Car,74144
27,High School,Technology,0,Suburban,19,Married,Part-time,4,Own,Single-family home,Female,Public transit,65146
59,Master's,Healthcare,4,Urban,38,Single,Part-time,6,Own,Single-family home,Female,Car,72850
62,High School,Education,5,Urban,7,Married,Self-employed,7,Own,Townhouse,Female,Public transit,75118
24,High School,Technology,2,Urban,9,Single,Full-time,6,Own,Townhouse,Female,Walking,74244
40,Master's,Technology,3,Urban,35,Married,Full-time,1,Rent,Single-family home,Female,Public transit,67962
65,High School,Healthcare,1,Urban,44,Married,Full-time,5,Rent,Single-family home,Female,Biking,6574542
55,Master's,Finance,1,Urban,39,Divorced,Full-time,7,Own,Townhouse,Male,Public transit,70010
38,Bachelor's,Others,2,Urban,35,Single,Full-time,1,Own,Single-family home,Female,Car,72780
47,Bachelor's,Others,3,Suburban,19,Married,Full-time,1,Own,Apartment,Male,Public transit,626365
66,Bachelor's,Technology,5,Rural,40,Married,Full-time,4,Own,Single-family home,Male,Car,69876
